번호,외래어,원어,순화어
17663,팸투어,Familiarization Tour(영),"사전 답사 여행, 홍보 여행, 초청 홍보 여행"
17662,패키지 상품,package(영) 상품,① 꾸러미 상품 ② 기획 상품
17661,패키지 디자인,package design(영),묶음 디자인 / 한묶음 디자인 / 꾸러미 디자인
17660,패셔니스타,fashionista(영),맵시꾼
17659,팝업 창,pop-up(영) 窓,알림창
17658,파트너,partner(영),"① 동반자 ② 상대방, 상대"
17657,파트,part(영),"부분, 일부"
17656,파일럿 프로그램,pilot program(영),"맛보기프로그램, 시험 프로그램"
17655,파워블로거,power-bloger(영),유명블로거
17654,팁,tip(영),① 도움말 ② 봉사료
17653,트레일,trail(영),탐방로
17652,투어,tour(영),"여행, 관광"
17651,플렉시블 디스플레이,flexible display(영),휘는 디스플레이
17650,퇴행운전,退行運轉,후진 운전
17649,통로암거,通路暗渠,"지하 통로, 도로 밑 통로"
17648,톱다운,top-down(영),하향식
17647,토털,total(영),"합계, 총계, 총, 합"
17646,템피스트,TEMPEST(영),"누설 전자파 감지 기술, 템페스트"
17645,테이블클로스,table cloth(영),식탁보
17644,테스터,tester(영),체험평가자
17643,턴키 발주,turnkey(영) 發注,"일괄 발주, 일괄 주문"
17642,"태스크 포스, 태스크 포스팀, TF, TF팀, tf","task force(영), task force team(영)","특별팀, 전담팀, 전담 조직, 특별 전담 조직"
17641,탈옥폰,,해제폰
17640,타행 운전,惰行運轉,무동력 운전
17639,타임캡슐,time capsule(영),기억상자
17638,타임 서비스,time service,반짝 할인
17637,타이틀곡,title(영)-曲,주제곡
17636,"타설하다, 타설",打設--,"(콘크리트 등을)치다, 치기"
17635,킬러 앱,←killer application(영),돌풍 앱
17634,키즈 카페,kids cafe,어린이 놀이방
17633,키보드 보안,keyboard(영) 保安,자판 보안
17632,키로거 공격,key logger(영)--,자판 정보 탈취
17631,클릭랩라이선스,click-wrap licence(영),화면 계약
17630,클라우드 컴퓨팅,Optimization(영),"클라우드 컴퓨팅, 구름 컴퓨팅"
17629,"쿨다운, 쿨다운하다",cool-down,"냉각, 냉각하다"
17628,"코칭과학,코칭 과학",coaching(영) 科學,지도 과학
17627,코르사주,corsage(프),"맵시꽃, 차림꽃"
17626,코드,code(영),① 부호 ② 성향
17625,케이스,case(영),① 경우 ② 상자
17624,컨디션,condition(영),① 조건 ② 상태
17623,커플룩,couple look(영),짝 차림
17622,캠프파이어,camp fire(영),모닥불놀이
17621,캐스팅 보트,casting vote(영),"결정권, 결정표"
17620,카운트다운,countdown(영),초읽기
17619,"카 시트, 베이비 카 시트","car seat, baby car seat(영)","안전 의자, 아이 안전 의자"
17618,치패,稚貝,새끼 조개
17617,취부하다,取付--,부착하다
17616,출감,出監,출소
17615,촉지도,觸指圖,점자 안내도
17614,초기화,Initialize(영),초기화
17613,초고속 디지털 가입자 회선,,초고속 디지털 가입자 회선
17612,체크 리스트,check list(영),점검표
17611,체인,chain(영),가맹점
17610,청렴 클러스터,淸廉 cluster,청렴 협의체
17609,첨부 서류,添附書類,붙임 서류
17608,첨두부하,尖頭負荷,최대 부하
17607,첨가,添架,전선 첨가 설치
17606,천공,穿孔,"구멍뚫기, 뚫림"
17605,채묘,採苗,종자 붙이기
17604,채널,channel(영),"경로, 통로"
17603,찬스,chance(영),기회
17602,차폐,遮蔽,가림
17601,차면 시설,遮面施設,"가리개, 가림 시설"
17600,징구,徵求,"걷기, 거두기, 청구"
17599,집하,集荷,모음
17598,집진 시설,集塵施設,"먼지 제거 장치, 먼지 제거 시설"
17597,집수정,集水井,물 저장고
17596,진상,進相,앞선 위상
17595,직결,直結,직접 연결
17594,지입차,持入車,개인 소유 회사차
17593,"지아이에스, GIS",geographic information system(영),"지리 정보 시스템, 지리 정보 체계"
17592,지선,支線,지지선
17591,지상파 DMB,Terrestrial Digital Multimedia Broadcasting(영),지상파 디엠비
17590,"지상고, 전선 지상고",地上高,"높이, 전선 높이"
17589,지상,遲相,뒤진 위상
17588,"증발, 발전기 증발","增發, 發電機 增發","출력 증가, 발전기 출력 증가"
17587,"에이아르, 에이알, AR",augmented reality(영),증강 현실
17586,중식,中食,"점심, 점심밥, 점심 식사"
17585,주재소,駐在所,"파견소, 파견 분소, 관리소"
17584,좀비 PC,Zombie PC,좀비피시(PC)
17583,조식,早食,"아침밥, 아침 식사"
17582,조상설비,調相設備,무효 전력 보상 장치
17581,조류 인플루엔자,鳥類 influenza(영),조류 독감
17580,제척,除斥,"제외, 뺌"
17579,제연경계벽,除燃境界壁,연기차단벽
17578,제반 요인,諸般要因,"여러 요인, 모든 요인"
17577,제로 베이스,zero base(영),"백지상태, 원점"
17576,제 수당,諸手當,"여러 수당, 모든 수당, 각종 수당"
17575,제 규정,諸規程,"여러 규정, 모든 규정, 각종 규정"
17574,정수 처분,停水處分,급수 정지 처분
17573,접속 도로,接續道路,연결 도로
17572,절체,切替,전환
17571,절전 규제,節電規制,전기 사용 규제
17570,절손되다,切損--,"손상되다, 끊어져 손상되다"
17569,절사,切捨,"끊어 버림, 잘라 버림"
17568,전재하다,轉載--,옮겨 싣다
17567,전자파 장해,,전자파 장해
17566,전자 바우처,電子 voucher(영),전자 이용권
17565,전원믹스,電源 Mix(영),전원 구성
17564,전수,全數,"모두, 전체"
17563,전력 조류,潮流,전력 흐름
17562,저회,底灰,깔림재
17561,저류조,貯溜槽,물저장시설
17560,저널리즘,journalism(영),언론
17559,재선의무,在船義務,승선 유지 의무
17558,재난 방송,,재난 방송
17557,잡 네트워킹,job networking(영),"일 연계망, 일 연계망 형성, 일자리 연계망, 일자리 연계망 형성"
17556,잠제,潛堤,수중 방파제
17555,잠동,潛動,무부하 계량
17554,잔존 기간,殘存期間,남은 기간
17553,잔임 기간,殘任期間,남은 임기
17552,입식,入殖,종자 넣기
17551,입상주,入上柱,"연결 전주, 케이블 연결 전주"
17550,입상배관,立像配管,수직 배관
17549,입도,粒度,입자 크기
17548,일할 계산,日割計算,"날짜 계산, 날수 계산"
17547,일용 잡급,日傭雜給,일용직
17546,일실치 않도록,逸失- ---,"잃지 않도록, 놓치지 않도록"
17545,일시 차입금,一時借入金,잠시 빌린 돈
17544,일선수협,-線水協,단위 수협
17543,인테리어,interior(영),실내장식
17542,인터랙티브,interactive(영),"쌍방향, 양방향, 대화형"
17541,인우,隣友,"지인, 이웃"
17540,인스턴트 식품,instan(영)t 食品,"즉석식품, 즉석 먹거리, 즉석 먹을거리"
17539,인류,引留,"잡아당김, 한쪽 끝에서 잡아당김"
17538,인가하다,印加--,걸다
17537,이호조,e(←electronic(영)) 戶曹,지방 재정 관리 시스템
17536,"이엠에스, EMS",energy management system(영),"에너지 관리 시스템, 에너지 관리 장치"
17535,이슈,issue(영),"논쟁거리, 논점, 쟁점"
17534,"이브이, EV",electric vehicle(영),"전기 차, 전기 자동차"
17533,이벤트,event(영),"기획 행사, 행사"
17532,이모티콘,emoticon(←emotion+icon(영)),그림말
17531,이디엠에스,EDMS: Electrical Diagnostic & Monitoring System,전기 진단 감시 장치
17530,이도,弛度,"처짐, 처짐 정도"
17529,응동,應動,동작
17528,육우,肉牛,고기소
17527,육묘,育苗,모기르기
17526,유저,user(영),사용자
17525,유에스비,Universal Serial Bus,유에스비(USB)
17524,유어행위 금지,遊漁行爲禁止,낚시 금지
17523,유어행위,遊漁行爲,낚시
17522,"유시시, UCC",user created contents(영),"손수 제작물, 손수 저작물"
17521,유비쿼터스,ubiquitous,"두루누리, 유비쿼터스"
17520,위젯,widget,위젯
17519,웹서핑,web surfing(영),"누리 검색, 웹 검색, 인터넷 검색"
17518,웹마스터,webmaster(영),누리지기
17517,웰빙 타운,wellbeing-town,참살이 마을
17516,"웨딩플래너, 웨딩 플래너",wedding planner(영),결혼설계사
17515,"웜업, 웜업하다",warm-up,"예열, 예열하다"
17514,워밍업,warming up(영),"준비 운동, 준비"
17513,운행시격,運行時隔,운행 간격
17512,운전사령실,運轉司令室,운행 관제실
17511,운전사령,運轉司令,운행 관제사
17510,용선,傭船,선박 임차
17509,외해양식,外海養殖,난바다 양식
17508,완철,腕鐵,어깨쇠
17507,옵션,option(영),"선택, 선택 사항"
17506,올인,"all-in,all in(영)",① 다걸기 ② 집중
17505,"오픈 록 베이퍼라이저, 오아르브이, 오알브이",ORV: Open Rack Vaporizer,개방식 (해수 이용) 기화기
17504,오프너,opener(영),병따개
17503,오토 프로그램,auto program(영),자동 프로그램
17502,오일볼,oil ball(영),기름뭉치
17501,오일 쇼크,oil shock(영),석유 파동
17500,오염 우심 해역,汚染尤甚海域,오염 심각 해역
17499,"오에이, OA",office automation(영),사무 자동화
17498,"오에스, OS",operating system(영),"운영 체계, 운영 체제"
17497,오디오 북,audio book(영),"소리책, 듣는책"
17496,오니,汚泥,오염 침전물
17495,오계량,誤計量,계량 오류
17494,예선,曳船,끌배
17493,영조물,營造物,"① 공공시설물, 시설물 ② 건축물"
17492,영어 도우미,營漁---,어가 도우미
17491,엽연초,葉煙草,잎담배
17490,염소처리설비,鹽素處理設備[hypochlorite treatment system],차아염소산염 처리 설비
17489,열차시격,列車時隔,배차 간격
17488,열차다이아,"列車 diagram, train diagram",열차 운행 도표
17487,연접,連接,이웃 연결
17486,연장,延長,"전선 총 길이, 선로 전선 총 길이"
17485,연와조,煉瓦造,벽돌 구조
17484,"연선, 연선하다",延線,"전선 펴기, 전선을 펴다"
17483,연돌,煙突,굴뚝
17482,연도,煙道,연소 가스 통로
17481,역행운전,"力行運轉, power running",동력 운전
17480,엠오에프,MOF(Metering Outfit(영),전압 전류 변성기
17479,엠시에스,MCS: Main Control System,주 제어 장치
17478,"엔유아이, NUI",natural user interface(영),동작 인식 인터페이스
17477,엔스크린,N-Screen(영),스크린 이어보기
17476,엔딩크레디트,ending credit(영),"끝자막, 맺음자막"
17475,에이치브이디시(HVDC) 케이블,HVDC(High Voltage Direct Current) Cable(영),고압 직류 송전 케이블
17474,"에이엠아이, AMI",advanced metering infrastructure(영),지능형 전력 계량 시스템
17473,"에이엠아르, 에이엠알, AMR",automatic meter reading(영),원격 검침
17472,에어라이트,air light(영),"풍선 광고, 기둥풍선 입간판, 풍선형 입간판, 풍선 입간판"
17471,에스컬레이터,escalator(영),자동계단
17470,에스오에스,SOS(영),"조난 신호, 구조 요청"
17469,"에스오시, SOC",social overhead capital(영),"사회 기반 시설, 사회 간접 자본"
17468,얼리 어답터,early adopter(영),앞선 사용자
17467,어시장,魚市場,"수산물 시장, 어시장"
17466,어시스트,assist(영),도움
17465,앱스토어,App store(영),앱 장터
17464,안티 사이트,anti site(영),반대 사이트
17463,아티스트,artist(영),예술가
17462,아트 페스티벌,art festival(영),"예술 축전, 예술 축제"
17461,아킬레스건,achilles(영)腱,치명적 약점
17460,아카이브,archive(영),"자료 보관소, 자료 저장소, 기록 보관, 자료 전산화"
17459,아이콘,Icon(영),"①상징, 상징물 ②그림 단추"
17458,아웃소싱 업체,outsourcing(영),"외부 용역, 외주, 위탁, 외부 조달"
17457,아우라,Aura(영),기품
17456,"아르에프아이디, 알에프아이디, RFID",radio frequency identification(영),전파 식별
17455,심벌마크,symbol mark(영),"상징표시, 상징표지, 상징표"
17454,실효계기,失效計器,검정 만료전력량계
17453,실장,實長,"실제 길이, 전선 실제 길이"
17452,실버시터,silver sitter(영),"어르신 도우미, 경로 도우미"
17451,실링,ceiling(영),"한도액, 상한, 최고 한도액, 최고 한도"
17450,신분증 패용,身分證 佩用,신분증 달기
17449,"시티, CT",current transformer(영),전류 변성기
17448,시너지,synergy(영),"상승, 동반 상승"
17447,승주하다,昇柱--,"오르다, 전주에 오르다"
17446,승계운전,承繼運轉,교대 운전
17445,스폿 광고,spot(영) 廣告,토막 광고
17444,스폰서,sponsor(영),"① 후원자 ② 광고주, 광고 의뢰자"
17443,스팸,spam(영),스팸
17442,스파이 웨어,spyware,스파이 웨어
17441,스토리보드,storyboard(영),"줄거리판, 이야기판"
17440,스토리,story(영),이야기
17439,스터디그룹,study group(영),"공부 모임, 공부 모둠"
17438,"스타팅 멤버, 스타팅멤버",starting member(영),"선발(先發) 선수, 주전 선수"
17437,스크린 도어,screen door(영),안전문
17436,스크린,screen(영),① 화면 ② 영화
17435,스케줄,schedule(영),"일정, 일정표, 계획, 계획표, 시간표"
17434,스캔들,scandal(영),"추문, 좋지 못한 소문"
17433,스카이라운지,sky lounge(영),"전망 쉼터, 하늘 쉼터"
17432,스마트 폰,smart phone,스마트 폰
17431,스마트 워크,smart work(영),원격 근무
17430,수트리,水 Tree(영),수분 침투 균열
17429,수취인,受取人,"받는 이, 받는 사람"
17428,수범 사례,垂範事例,"모범 사례, 잘된 사례"
17427,쇼퍼라마,Shopperama(영),드라마 쇼핑
17426,송입업체,送入業體,국내 취업 알선 업체
17425,송입,送入,국내 취업
17424,소정 양식,所定樣式,"규정 서식, 정해진 양식, 정해진 형식, 정해진 서식, 정한 서식"
17423,소요되다,所要--,"들다, 걸리다"
17422,소요,所要,필요
17421,소손되다,燒損--,"손상되다, 타서 손상되다"
17420,"소셜 네트워크 서비스, SNS",social network service(영),"누리 소통망, 누리 소통망 서비스, 사회 관계망, 사회 관계망 서비스"
17419,소모,SOMO(Smart Office Mobile Office(영)),모바일 사무실
17418,소맥피,小麥皮,밀기울
17417,소내소비전력,所內消費電力,발전소 소비 전력
17416,센서스,census(영),"조사, 총조사"
